00000000,04FD7852E92F80,APE,,,,
00000000,04037852E92F81,APE,,,,
00000000,04FC7852E92F80,APE,,,,
00000000,040E7852E92F81,APE,,,,
00000000,040A7852E92F81,APE,,,,
00000000,04097852E92F81,APE,,,,
00000000,04197852E92F81,APE,,,,
00000000,04157852E92F81,APE,,,,
00000000,04167852E92F81,APE,,,,
00000000,04267852E92F81,APE,,,,
00000000,04227852E92F81,APE,,,,
00000000,04217852E92F81,APE,,,,
00000000,04337752E92F81,APE,,,,
00000000,04317852E92F81,APE,,,,
00000000,04307852E92F81,APE,,,,
00000000,04267752E92F81,APE,,,,
00000000,042B7752E92F81,APE,,,,
00000000,042C7752E92F81,APE,,,,
00000000,041A7752E92F81,APE,,,,
00000000,041E7752E92F81,APE,,,,
00000000,041F7752E92F81,APE,,,,
00000000,04117752E92F81,APE,,,,
00000000,04127752E92F81,APE,,,,
00000000,04007752E92F81,APE,,,,
00000000,04047752E92F81,APE,,,,
00000000,04067752E92F81,APE,,,,
00000000,04755662032780,APE,,,,
00000000,047E5662032780,APE,,,,
00000000,046C5662032780,APE,,,,
00000000,04695662032780,APE,,,,
00000000,04715662032780,APE,,,,
00000000,04605662032780,APE,,,,
00000000,045D5662032780,APE,,,,
00000000,04655662032780,APE,,,,
00000000,04535662032780,APE,,,,
00000000,04505662032780,APE,,,,
00000000,04585662032780,APE,,,,
00000000,04475662032780,APE,,,,
00000000,044C5662032780,APE,,,,
00000000,043B5662032780,APE,,,,
00000000,04375662032780,APE,,,,
00000000,04405662032780,APE,,,,
00000000,042E5662032780,APE,,,,
00000000,042B5662032780,APE,,,,
00000000,04335662032780,APE,,,,
00000000,04225662032780,APE,,,,
00000000,041F5662032780,APE,,,,
00000000,04275662032780,APE,,,,
00000000,041B5562032780,APE,,,,
00000000,041E5562032780,APE,,,,
00000000,04F47752E92F80,APE,,,,
00000000,04F87752E92F80,APE,,,,
00000000,04F97752E92F80,APE,,,,
00000000,04E87752E92F80,APE,,,,
00000000,04EC7752E92F80,APE,,,,
00000000,04ED7752E92F80,APE,,,,
00000000,04DB7752E92F80,APE,,,,
00000000,04DF7752E92F80,APE,,,,
00000000,04E07752E92F80,APE,,,,
00000000,04D47752E92F80,APE,,,,
00000000,04C37752E92F80,APE,,,,
00000000,04C77752E92F80,APE,,,,
00000000,04C87752E92F80,APE,,,,
00000000,04B67752E92F80,APE,,,,
